PN BRC,Fornitore,Descrizione,Misura,Serial Number,Tipo Prodotto,Quantità,tipologia,Stato,Ubicazione,Prelievo,Controllo Gen/26,,TIPOLOGIA,FORMA,DIAMETRO,RAGGIO,LUNGHEZZA
,BURZONI,MASCHIO M8 KP60,D8,F100 080 175 C KP60,MASCHIO,1,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,,MASCHIO M13,D13,,MASCHIO,2,STANDARD,USATO,EXTREMA3,,TRUE,,,,,,
,GUHRING,PUNTA A INSERTI D18,D18,,PUNTA,1,INSERTI,USATO, EXTREMA3,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D4 MDI,D4,TMDG 41040 MDI,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERATIZIT,WNT FRESA PIATTA D3 MDI,D3,94070906,FRESA,2,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERATIZIT,WNT FRESA PIATTA D2.5 MDI,D2.5,93732210,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,,FRESA PIATTA MDI D2.5,D2.5,,FRESA,2,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,RIME,FRESA PIATTA HM16 D2.5,D2.5,170565,FRESA,2,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,LTEC,FRESA PIATTA D2,D2,,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D2,D2,ALU3 020 R01 MDI,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,RIME,FRESA PIATTA D1 HM7,D1,172355,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
BRCL000400000069,HOFFMAN,GARANT FRESA PIATTA MDI D8,D8,,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA D6 MDI SPECIALE,D6,53 58 06302,FRESA,1,METALLO DURO,NUOVO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D5,D5,TMDG 41050 MDI,FRESA,3,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,RIME,FRESA PIATTA MDI D5 MKS,D5,,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA PIATTA D12,D12,54 070 12400,FRESA,2,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D12,D12,RUN 117 MDI,FRESA,2,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,RIME,FRESA PIATTA SPECIALE D12,D12,182811,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA SFERICA D8 R4,D8,53 608 08100,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA SFERICA MDI D2.5 R0.2,D2.5,10250210E,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,TESI,PUNTALINO DI RICAMBIO TASTATORE,,983.31.00,TASTATORE,1,RICAMBIO,NUOVO,EXTREMA4,,TRUE,,,,,,
,RAFF,KARNASCH FRESA PIATTA DIAMANTATA D6,D6,29 703 507,FRESA,2,DIAMANTATA,USATO,EXTREMA4,,TRUE,,,,,,
,HANITA,FRESA SFERICA D4 R2,D4,,FRESA,1,NUDA,USATO,EXTREMA4,,TRUE,,,,,,
,RIME,FRESA SFERICA HM6 D6 R3,D6,182602,FRESA,1,NUDA,USATO,EXTREMA4,,TRUE,,,,,,
,RAFF,FRESA SFERICA D8 R1.5,D8,,FRESA,1,NUDA,USATO,EXTREMA4,,TRUE,,,,,,
,RAFF,FRESA SFERICA D8 R0.2,D8,,FRESA,3,NUDA,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA SFERICA MDI D7.7 R 0.3,D7.7,RUN 077 MDI,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA SFERICA MDI D6 R0.2,D6,RUN 060 MDI,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA SFERICA MDI D6 R0.2,D6,ALU3 060 R02,FRESA,3,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA SFERICA D10 R3,D1O,53 711 10230,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA PIATTA MDI D10,D10,53 523 100,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA PIATTA MDI D10,D10,9711663,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D10,D10,RUN 100 MDI,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA SFERICA D8 R1,D8,53 710 08210,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,,FRESA PIATTA D10,D10,,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT  FRESA PIATTA MDI D10,D10,FA 4005872,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA SFERICA D10 R0.4,D10,ALU 3 100 R04 MDI,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA PIATTA MDI D10,D10,94240837,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA PIATTA D10,D10,52 615 4007150,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D2 ,D2,LTG 020 030 MDI,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA SFERICA D8 R1,D8,53 710 08210,FRESA,3,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA PIATTA MDI D8,D8,94762347,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,CERETIZIT,WNT FRESA PIATTA MDI D7,D7,53 613 07400,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,,FRESA SFERICA D7.7 R1,D7.7,,FRESA,1,NUDA,USATO,EXTREMA4,,TRUE,,,,,,
,UOP,FRESA PIATTA D7.5,D7.5,797ALUR020801,FRESA,1,NUDA,USATO,EXTREMA4,,TRUE,,,,,,
,RIME,  FRESA PIATTA D2X15,D2,HM84/20.15 D2X15,FRESA,1,METALLO DURO,USATO,EXTREMA4,,TRUE,,,,,,
,RAFF,KARNASCH FRESA PIATTA DIAMANTATA D16,D16,29 1761 501,FRESA,1,DIAMANTATA,USATO,DIAMANTATE1,,TRUE,,,,,,
,RAFF,FRESA PIATTA NUDA D5,D5,FWN3050-HD,FRESA,1,NUDA,NUOVO,FRESE METALLI1,,TRUE,,,,,,
,RIME,FRESA MDI D1.5X8,D1.5,HM84/15.08,FRESA,1,METALLO DURO,NUOVO,FRESE METALLI2,,TRUE,,,,,,
,HANITA,FRESA PIATTA D12,D12,160514005WW,FRESA,1,NUDA,USATO,FRESE METALLI1,,TRUE,,,,,,
,CERIN,FRESA D3.9,D3.9,,FRESA,1,NUDA,USATO,FRESE METALLI2,,TRUE,,,,,,
BRCL01141C,JONGEN,INSERTI FRESA JMS02,,JMS02-98RR04-XC35,INSERTI,10,METALLO DURO,NUOVO,INSERTI FRESE,,TRUE,,,,,,
BRCL01111C,JONGEN,INSERTI FRESA JMS02,,JMS02-98LR04-XC35,INSERTI,10,METALLO DURO,NUOVO,INSERTI FRESE,,TRUE,,,,,,
,SECO,INSERTI FRESA H15,,5885939 321,INSERTI,3,METALLO DURO,NUOVO,INSERTI FRESE,,TRUE,,,,,,
BRCL00195C,HOFFMAN,GARANT FRESA LUCIDA MDI D6,D6,202272 6,FRESA,2,METALLO DURO,NUOVO,FRESE METALLI1,,TRUE,,,,,,
,GUHRING,MASCHIO EG HSS-E M5 H6,D5,16287835,MASCHIO,1,EG,NUOVO,MASCHI EG,,TRUE,,,,,,
,RAFF,FRESA ALLUMINIO D12 R1,D12,FET3120R1,FRESA,1,ALLUMINIO,USATO,FRESA METALLI1,,TRUE,,,,,,
BRCL01416C,FIMU,GUHRING MASCHIO D6 X0.75,D6 X0.75,,MASCHIO,2,STANDARD,NUOVO,MASCHI,,TRUE,,,,,,
,RAFF,FRESA SFERICA LUNGA D6,D6,FW-R4060,FRESA,0,METALLO DURO,NUOVO,RIAFFILATE1,,TRUE,,,,,,
,RAFF,FRESA SFERICA NUDA LUNGA D6,D6,,FRESA,1,NUDA,USATO,RIAFFILATE1,,TRUE,,,,,,
,RAFF,FRESA SFERICA NUDA LUNGA D8,D8,FWR2080,FRESA,3,NUDA,USATO,RIAFFILATE1,,TRUE,,,,,,
,,FRESA PIATTA DIAMANTATA RIAFFILATA D8,D8,,FRESA,1,DIAMANTATA,RIAFFILATA,DIAMANTATE1,,TRUE,,,,,,
BRCL01292C,HOFFMAN,GARANT FRESA TOROIDALE HMI DLC D10X1.5,D10,"206071 10/1,5",FRESA,2,METALLO DURO,NUOVO,DUCATI,,TRUE,,,,,,
BRCL01504C,CERATIZIT,WNT FRESA TOROIDALE MDI D12 X 2,D12,53 595 12020,FRESA,2,METALLO DURO,NUOVO,DUCATI,,TRUE,,,,,,
BRCL01430C,HOFFMAN,GARANT FRESA AGGROSSATURA HMI D8,D8,205275 8,FRESA,0,METALLO DURO,NUOVO,DUCATI,,TRUE,,,,,,
